balancing_on,codneg,nomres,codcvm,doc_env,per_fim,shares_outstanding,net_debt,ebit,roic,market_cap,enterprise_value,earnings_yield,rank_final
2016-04-11,ALSC3,ALIANSCE,21300,2016-03-28 22:24:33,2015-12-31,162.735921,-136.045,443.178,0.1646676387301622,2305.9680005699997,2169.9230005699997,0.20423674014404433,3
2016-04-11,CVCB3,CVC BRASIL,23310,2016-02-19 10:27:38,2015-12-31,134.330243,154.356,384.451,0.3110662336659298,2510.63224167,2664.98824167,0.14425992354813766,4
2016-04-11,SEER3,SER EDUCA,23221,2016-03-19 13:17:37,2015-12-31,125.213244,99.59,218.098,0.1679981513101305,1378.59781644,1478.18781644,0.14754417373379336,5
2016-04-11,FESA4,FERBASA,3069,2016-03-04 18:18:23,2015-12-31,88.32,-64.991,215.687,0.1116683087697718,778.0992,713.1082,0.30246041203845364,6
2016-04-11,TIMP3,TIM PART S/A,17639,2016-02-04 20:35:27,2015-12-31,2421.032479,1226.619,3244.217,0.1179087530423885,17891.43001981,19118.049019809998,0.16969393668979316,7
2016-04-11,ETER3,ETERNIT,5762,2016-03-28 20:20:49,2015-12-31,179.0,144.949,92.143,0.0942763597466921,289.98,434.92900000000003,0.21185756755700355,8
2016-04-11,EZTC3,EZTEC,20770,2016-03-29 20:20:48,2015-12-31,157.058466,-165.608,391.311,0.10168139795098,2627.58813618,2461.98013618,0.1589415748118735,9
2016-04-11,PCAR4,P.ACUCAR-CBD,14826,2016-02-24 23:57:53,2015-12-31,265.702,-3037.0,1576.0,0.0979527262454091,12599.58884,9562.58884,0.16480892636601113,10
2016-04-11,NATU3,NATURA,19550,2016-02-17 21:07:01,2015-12-31,431.239,2752.201,1256.769,0.2165729687558747,12281.68672,15033.887719999999,0.08359574205999193,11
2016-04-11,FIBR3,FIBRIA,12793,2016-01-27 20:04:45,2015-12-31,553.591112,10254.317,3524.324,0.1008275006667855,15461.79975816,25716.11675816,0.13704728568249694,12
2016-04-11,HGTX3,CIA HERING,14761,2016-02-25 18:40:18,2015-12-31,163.771,-106.785,215.699,0.1333996827148959,2335.37446,2228.58946,0.09678722971255549,13
2016-04-11,JHSF3,JHSF PART,20605,2016-03-30 19:57:23,2015-12-31,525.0,1725.847,458.296,0.068888816008833,771.75,2497.5969999999998,0.18349477517790103,14
2016-04-11,MRFG3,MARFRIG,20788,2016-02-29 07:20:04,2015-12-31,520.747405,7179.583,1278.111,0.1051390570986817,3317.1609698499997,10496.743969849998,0.12176261549973431,15
2016-04-11,RENT3,LOCALIZA,19739,2016-03-03 21:55:38,2015-12-31,211.793,1634.173,735.508,0.1357576116898552,6830.324250000001,8464.49725,0.0868932883166806,16
2016-04-11,SUZB5,SUZANO PAPEL,13986,2016-02-19 08:15:42,2015-12-31,1107.739,12262.792,3069.984,0.0944395914158988,12096.50988,24359.30188,0.126029227566681,17
2016-04-11,LAME4,LOJAS AMERIC,8087,2016-03-16 19:12:35,2015-12-31,1200.491863,4912.747,1934.742,0.1625346878551266,18559.60420198,23472.35120198,0.08242642517366541,18
2016-04-11,ARZZ3,AREZZO CO,22349,2016-03-02 08:00:19,2015-12-31,88.735,-102.609,141.288,0.1809641060671924,2065.7508000000003,1963.1418000000003,0.0719703487542265,19
2016-04-11,ALPA4,ALPARGATAS,10456,2016-03-04 18:18:42,2015-12-31,470.45,184.499,368.805,0.1150481038504349,3787.1225000000004,3971.6215,0.09286005728390784,20
2016-04-11,GRND3,GRENDENE,19615,2016-02-25 18:50:19,2015-12-31,300.72,-405.332,400.732,0.1195983409814834,5115.247200000001,4709.9152,0.08508263588270124,21
2016-04-11,JBSS3,JBS,20575,2016-03-16 21:30:36,2015-12-31,2856.857505,47038.738,9179.297,0.0793598093521042,26683.0490967,73721.78709669999,0.12451267612326904,22
2016-04-11,BRFS3,BRF SA,16292,2016-02-25 23:45:52,2015-12-31,872.473246,9081.682,4228.41,0.1217735938878243,42716.290124160005,51797.972124160005,0.08163273245262342,23
2016-04-11,LREN3,LOJAS RENNER,8133,2016-02-04 20:35:50,2015-12-31,640.041,1165.485,933.253,0.177180516174723,13248.8487,14414.333700000001,0.0647447894174949,24
2016-04-11,BRML3,BR MALLS PAR,19909,2016-03-14 20:55:07,2015-12-31,463.732,4589.183,1435.62,0.0653929012364211,7020.902480000001,11610.085480000002,0.1236528363613736,25
2016-04-11,TCSA3,TECNISA,20435,2016-03-22 18:12:41,2015-12-31,180.0,1151.674,249.923,0.057600282433101,457.2,1608.874,0.15534031875709348,26
2016-04-11,ODPV3,ODONTOPREV,20125,2016-03-09 18:56:33,2015-12-31,531.294792,-334.352,308.66,0.6377292691249346,6577.429524960001,6243.077524960001,0.049440359945230314,27
2016-04-11,UGPA3,ULTRAPAR,18465,2016-02-17 21:13:47,2015-12-31,556.405096,5395.411,2950.646,0.1456614333776629,39465.81345928,44861.22445928,0.06577274774740638,28
2016-04-11,CCRO3,CCR SA,18821,2016-02-25 20:03:34,2015-12-31,1765.5872,11838.687,2729.437,0.1144272714493598,24312.135744,36150.822744,0.07550137985318767,29
2016-04-11,CSAN3,COSAN,19836,2016-02-18 23:15:17,2015-12-31,407.214353,6626.173,2029.475,0.0699057489571573,12175.7091547,18801.8821547,0.10793999150200406,30
2017-04-10,MGLU3,MAGAZ LUIZA,22470,2017-02-20 06:31:12,2016-12-31,21.623933,430.651,580.945,0.3366930601083778,3986.1558092200003,4416.80680922,0.13153054346576545,1
2017-04-10,SHOW3,TIME FOR FUN,22454,2017-03-08 19:58:11,2016-12-31,67.501,-99.651,53.285,0.1871250778178025,434.03143,334.38043,0.15935442154913193,2
2017-04-10,BEEF3,MINERVA,20931,2017-02-23 21:38:52,2016-12-31,239.844659,3429.833,886.986,0.1481340013664313,2355.27455138,5785.107551380001,0.15332230077354658,3
2017-04-10,CVCB3,CVC BRASIL,23310,2017-02-15 23:41:50,2016-12-31,134.330243,237.503,439.365,0.303732065535033,3833.7851352199996,4071.2881352199997,0.10791793295078539,4
2017-04-10,SEER3,SER EDUCA,23221,2017-03-17 00:02:07,2016-12-31,125.213244,-50.795,296.995,0.2178919636951773,2901.19086348,2850.39586348,0.10419429939720858,5
2017-04-10,POSI3,POSITIVO INF,20362,2017-03-16 19:33:36,2016-12-31,87.8,199.85,121.275,0.1054433239581343,294.13,493.98,0.24550589092675817,6
2017-04-10,CSAN3,COSAN,19836,2017-02-16 21:23:33,2016-12-31,407.294353,5147.199,2793.431,0.1156661165461633,15737.85379992,20885.05279992,0.13375264246450458,7
2017-04-10,SMLE3,SMILES,23140,2017-02-15 18:49:46,2016-12-31,123.626952,-563.401,601.047,5.5137327995996985,8007.31768104,7443.91668104,0.08074338090469155,8
2017-04-10,MAGG3,MAGNESITA SA,20842,2017-03-15 08:45:37,2016-12-31,52.631881,1492.407,464.505,0.0886832257818167,1357.37621099,2849.78321099,0.16299660907842647,9
2017-04-10,CCRO3,CCR SA,18821,2017-03-06 18:12:58,2016-12-31,1765.5872,13365.287,4302.444,0.162173007810037,31568.699135999996,44933.98613599999,0.09575032998358873,10
2017-04-10,FRAS3,FRAS-LE,6211,2017-03-23 06:59:36,2016-12-31,217.566,-274.257,83.637,0.1106697675351103,979.047,704.79,0.11866939088239051,11
2017-04-10,NATU3,NATURA,19550,2017-02-22 19:36:08,2016-12-31,431.239,2091.242,1082.868,0.2314699541103896,13023.4178,15114.6598,0.0716435576009458,12
2017-04-10,MRFG3,MARFRIG,20788,2017-02-23 22:08:22,2016-12-31,521.300754,5910.256,1013.17,0.0953767890666429,2929.71023748,8839.966237480001,0.11461242868828232,13
2017-04-10,ALPA4,ALPARGATAS,10456,2017-03-22 17:50:33,2016-12-31,470.45,90.556,472.343,0.1445743436109455,5574.8324999999995,5665.388499999999,0.08337345267672289,14
2017-04-10,GRND3,GRENDENE,19615,2017-02-16 18:02:07,2016-12-31,300.72,-1183.361,399.594,0.1516826795053111,6859.4232,5676.0622,0.07039986277810698,15
2017-04-10,VALE5,VALE,4170,2017-02-23 06:06:01,2016-12-31,5244.316,81672.867,25072.734,0.0768335912359138,143432.04260000002,225104.9096,0.11138243961250323,16
2017-04-10,ARZZ3,AREZZO CO,22349,2017-03-08 11:18:35,2016-12-31,88.836,-136.795,151.326,0.1874167955203939,2873.8446,2737.0496,0.055288000626660186,17
2017-04-10,MYPK3,IOCHP-MAXION,11932,2017-03-27 17:55:42,2016-12-31,94.863,2628.486,479.322,0.0680977784608668,1465.6333499999998,4094.11935,0.11707572716462211,18
2017-04-10,ODPV3,ODONTOPREV,20125,2017-02-21 18:12:04,2016-12-31,531.294792,-428.377,281.739,0.6904034425912998,5876.12039952,5447.74339952,0.051716642899301016,19
2017-04-10,UGPA3,ULTRAPAR,18465,2017-02-22 21:26:46,2016-12-31,556.405096,5730.385,3113.186,0.1437966937092547,39782.964364,45513.349364,0.06840160180482031,20
2017-04-10,ALSC3,ALIANSCE,21300,2017-03-27 20:40:38,2016-12-31,202.735921,-503.207,251.392,0.0830379554248095,3055.23032947,2552.02332947,0.09850693647546264,21
2017-04-10,BRAP4,BRADESPAR,18724,2017-03-21 07:11:36,2016-12-31,349.548,-244.002,781.88,0.0673075245036756,7120.29276,6876.29076,0.11370665192755752,22
2017-04-10,RENT3,LOCALIZA,19739,2017-02-05 12:48:32,2016-12-31,211.793,2093.628,771.192,0.1186278340323002,9225.703080000001,11319.331080000002,0.06813052772726212,23
2017-04-10,SGPS3,SPRINGS,20966,2017-03-27 18:37:37,2016-12-31,50.0,920.706,168.939,0.0572230781468917,446.5,1367.2060000000001,0.1235651394157135,24
2017-04-10,POMO4,MARCOPOLO,8451,2017-02-23 08:28:24,2016-12-31,925.196009,859.618,303.943,0.0735309579621242,2303.73806241,3163.35606241,0.09608244977912517,25
2017-04-10,TPIS3,TRIUNFO PART,19330,2017-03-28 21:12:08,2016-12-31,176.0,2718.697,374.968,0.0646159293033573,793.76,3512.4570000000003,0.10675376239481366,26
2017-04-10,LREN3,LOJAS RENNER,8133,2017-02-09 19:58:09,2016-12-31,643.551,981.039,975.69,0.1779946846663819,18489.220230000003,19470.259230000003,0.05011181353439021,27
2017-04-10,MDIA3,M.DIASBRANCO,20338,2017-03-06 18:17:01,2016-12-31,113.0,-216.892,800.604,0.1283544691227031,15429.019999999999,15212.127999999999,0.05262932312954507,28
2017-04-10,PTBL3,PORTOBELLO,13773,2017-03-21 09:20:46,2016-12-31,158.489,480.916,75.808,0.0695510408340573,437.42964,918.34564,0.08254844004050589,29
2017-04-10,SMTO3,SAO MARTINHO,20516,2016-06-06 20:11:17,2016-03-31,113.329207,2534.041,467.419,0.059527667264973,1968.5283255900001,4502.5693255900005,0.1038116164793867,30
2018-04-10,BRKM5,BRASKEM,4820,2018-03-29 05:11:07,2017-12-31,797.257604,17569.797,9359.062,0.2655607000248106,38204.584383680005,55774.38138368,0.1678021659373981,1
2018-04-10,SHOW3,TIME FOR FUN,22454,2018-03-29 18:45:27,2017-12-31,67.535,-179.079,68.12,0.3043830311564864,679.4021,500.3231,0.1361520185656029,2
2018-04-10,BRAP4,BRADESPAR,18724,2018-03-21 07:07:20,2017-12-31,349.548,40.193,2609.791,0.1947120645348212,11636.45292,11676.645919999999,0.22350519300494473,3
2018-04-10,FESA4,FERBASA,3069,2018-03-05 18:35:51,2017-12-31,88.32,-447.629,246.014,0.1510511298885786,1645.4015999999997,1197.7725999999998,0.20539291014003833,4
2018-04-10,SEER3,SER EDUCA,23221,2018-03-23 00:06:17,2017-12-31,138.812,-596.853,256.035,0.185382601035394,2562.4695200000006,1965.6165200000005,0.13025684175670235,5
2018-04-10,VULC3,VULCABRAS,11762,2018-03-08 15:45:12,2017-12-31,245.756,-7.444,240.693,0.2044157147655022,2189.6859600000003,2182.2419600000003,0.11029620198486147,6
2018-04-10,CAML3,CAMIL,24228,2017-09-28 21:02:41,2017-02-28,123.017292,1046.915,460.392,0.1262061489310269,900.48657744,1947.40157744,0.23641348827765588,7
2018-04-10,PTBL3,PORTOBELLO,13773,2018-02-23 20:11:02,2017-12-31,158.489,419.182,149.006,0.1396451219893161,841.57659,1260.75859,0.11818757467280078,8
2018-04-10,ODPV3,ODONTOPREV,20125,2018-02-28 18:09:07,2017-12-31,531.294792,-436.456,575.9,0.7754599074166637,7698.461536080001,7262.005536080001,0.07930316179721178,9
2018-04-10,LEVE3,METAL LEVE,8575,2018-03-19 17:52:26,2017-12-31,128.3085,6.912,307.478,0.14953260257661,3053.7423000000003,3060.6543,0.10046152549799564,10
2018-04-10,CSAN3,COSAN,19836,2018-03-26 18:39:42,2017-12-31,407.904353,6524.666,2866.649,0.1124715313598658,15908.269767,22432.935767,0.1277875098370757,11
2018-04-10,CCRO3,CCR SA,18821,2018-02-27 14:58:11,2017-12-31,2020.0,12070.244,3897.029,0.125082808470934,24482.399999999998,36552.644,0.10661414807640181,12
2018-04-10,SLCE3,SLC AGRICOLA,20745,2018-03-07 20:06:54,2017-12-31,98.8975,839.846,593.453,0.110591514236351,3694.8106,4534.6566,0.13087054927158098,13
2018-04-10,BEEF3,MINERVA,20931,2018-03-05 22:31:48,2017-12-31,229.860259,5799.666,989.541,0.1112460654469119,1956.11080409,7755.77680409,0.12758760663124893,14
2018-04-10,GUAR3,GUARARAPES,4669,2018-02-26 23:40:06,2017-12-31,62.4,517.362,888.624,0.1291148563624019,8748.48,9265.841999999999,0.09590321095481665,15
2018-04-10,VALE3,VALE,4170,2018-02-27 19:11:08,2017-12-31,5284.475,60074.727,34533.678,0.109483077532637,234313.62150000004,294388.3485,0.11730653803372247,16
2018-04-10,GRND3,GRENDENE,19615,2018-02-22 19:36:18,2017-12-31,300.72,-1443.969,465.59,0.173253535102952,8128.461600000001,6684.492600000001,0.06965225752512612,17
2018-04-10,ALSC3,ALIANSCE,21300,2018-03-12 19:07:07,2017-12-31,202.735921,-509.779,316.792,0.1049620478879348,3487.0578411999995,2977.2788411999995,0.10640320134486167,18
2018-04-10,PRIO3,PETRORIO,22187,2018-03-16 00:18:21,2017-12-31,13.191932,-476.285,42.209,0.0684731040076687,690.99339816,214.70839815999994,0.1965875595073184,19
2018-04-10,CVCB3,CVC BRASIL,23310,2018-02-08 09:46:42,2017-12-31,141.700212,579.274,488.972,0.2348843888354746,8161.9322112,8741.2062112,0.055938732960387795,20
2018-04-10,TGMA3,TEGMA,20800,2018-03-20 18:21:01,2017-12-31,66.002915,74.142,108.709,0.13719899492875,1522.68724905,1596.82924905,0.06807803656193931,21
2018-04-10,TEND3,TENDA,21148,2018-03-08 18:33:26,2017-12-31,54.035,-227.558,123.487,0.0870573318621078,1393.5626499999998,1166.0046499999999,0.10590609565750875,22
2018-04-10,EZTC3,EZTEC,20770,2018-03-16 00:13:46,2017-12-31,165.001783,-325.862,316.712,0.0933777908815567,3489.7877104499994,3163.9257104499993,0.10010095968876419,23
2018-04-10,MGLU3,MAGAZ LUIZA,22470,2018-02-22 19:44:49,2017-12-31,190.591464,-800.762,887.694,0.4601564072053815,18075.69444576,17274.93244576,0.051386250151031855,24
2018-04-10,NATU3,NATURA,19550,2018-03-14 18:44:55,2017-12-31,431.239,5661.464,1358.641,0.12289984252098,13433.09485,19094.55885,0.07115330658712757,25
2018-04-10,FLRY3,FLEURY,21881,2018-03-05 13:57:06,2017-12-31,315.312192,383.094,476.872,0.1506183989257387,8220.18884544,8603.282845439999,0.05542907382764437,26
2018-04-10,HGTX3,CIA HERING,14761,2018-03-01 18:10:43,2017-12-31,161.844,-121.528,199.748,0.1186211786385263,3151.1026799999995,3029.5746799999997,0.06593268729061336,27
2018-04-10,SGPS3,SPRINGS,20966,2018-03-22 19:43:11,2017-12-31,50.0,885.031,180.895,0.0586819710420744,529.5,1414.531,0.12788337618617054,28
2018-04-10,PARD3,IHPARDINI,24090,2018-03-22 19:52:55,2017-12-31,130.909,119.519,192.159,0.1930026555473547,3651.05201,3770.5710099999997,0.05096283811931181,29
2018-04-10,SMLS3,SMILES,24252,2018-02-27 21:50:17,2017-12-31,123.856953,-667.433,301.815,0.9750932516178298,8646.45388893,7979.02088893,0.03782606966460441,30
2019-04-10,SMLS3,SMILES,24252,2019-02-14 19:48:00,2018-12-31,124.007953,-675.31,741.969,1.444882391124749,5917.65951716,5242.349517160001,0.1415336763737866,1
2019-04-10,BRKM5,BRASKEM,4820,2019-03-13 19:01:57,2018-12-31,797.218554,17259.683,8303.943,0.2365292568342536,38282.434963080006,55542.11796308,0.1495071362874531,2
2019-04-10,PTBL3,PORTOBELLO,13773,2019-02-18 21:11:26,2018-12-31,158.489,513.013,244.404,0.1843224287051225,767.08676,1280.09976,0.1909257447247705,3
2019-04-10,TEND3,TENDA,21148,2019-03-12 18:04:15,2018-12-31,52.081,-313.068,219.36,0.1625425224484846,878.0856600000001,565.0176600000001,0.3882356526696882,4
2019-04-10,FESA4,FERBASA,3069,2019-03-11 14:23:14,2018-12-31,88.32,104.57,375.574,0.1337222019922478,1838.8223999999998,1943.3923999999997,0.19325690478155624,5
2019-04-10,LEVE3,METAL LEVE,8575,2019-03-18 17:37:44,2018-12-31,128.3085,194.03,376.895,0.1607985540776136,3035.7791100000004,3229.8091100000006,0.11669265494145563,6
2019-04-10,VALE3,VALE,4170,2019-03-27 19:17:38,2018-12-31,5284.475,37515.407,43175.744,0.1349257428298718,275955.2845,313470.6915,0.13773454798404972,7
2019-04-10,SEER3,SER EDUCA,23221,2019-03-28 00:05:43,2018-12-31,132.95186,-614.68,235.685,0.1817488312965976,2762.7396508,2148.0596508000003,0.10971995117185131,8
2019-04-10,SLCE3,SLC AGRICOLA,20745,2019-03-13 21:18:05,2018-12-31,95.2975,962.335,657.757,0.1155468330792358,4045.3788750000003,5007.713875,0.13134875841922974,9
2019-04-10,AMAR3,LOJAS MARISA,22055,2019-03-14 19:41:59,2018-12-31,204.086,619.596,279.999,0.1159891341392765,1530.645,2150.241,0.1302174965503867,10
2019-04-10,CAML3,CAMIL,24228,2018-05-28 19:30:19,2018-02-28,410.051876,602.918,399.574,0.1087942277584915,2858.06157572,3460.97957572,0.11545112915521184,11
2019-04-10,TGMA3,TEGMA,20800,2019-03-19 17:24:11,2018-12-31,66.002915,76.658,153.416,0.1804797604406181,1772.8382969,1849.4962968999998,0.08295015256702351,12
2019-04-10,SUZB3,SUZANO S.A.,13986,2019-02-21 19:48:22,2018-12-31,1105.826,10251.491,5005.759,0.1483026333473175,47860.149280000005,58111.64028000001,0.08614038385219712,13
2019-04-10,BRML3,BR MALLS PAR,19909,2019-03-29 19:01:27,2018-12-31,871.866,1848.134,1641.458,0.0848100080859615,10671.63984,12519.77384,0.1311092373534441,14
2019-04-10,FRAS3,FRAS-LE,6211,2019-03-19 04:02:54,2018-12-31,217.566,141.169,139.774,0.0953271422061341,1096.5326400000001,1237.7016400000002,0.11293028584821135,15
2019-04-10,VULC3,VULCABRAS,11762,2019-03-11 18:17:56,2018-12-31,245.756,-8.62,159.78,0.1130467967780181,1597.414,1588.794,0.10056684504095559,16
2019-04-10,CSAN3,COSAN,19836,2019-02-14 21:41:16,2018-12-31,407.904353,7260.191,2753.067,0.0999280560583972,18755.442150939998,26015.633150939997,0.10582356324087873,17
2019-04-10,KLBN4,KLABIN S/A,12653,2019-02-07 07:22:13,2018-12-31,5409.80184,12398.468,2983.605,0.1040149330503793,16067.111464800002,28465.5794648,0.10481448317921895,18
2019-04-10,SGPS3,SPRINGS,20966,2019-04-05 21:57:54,2018-12-31,50.0,932.114,261.395,0.0764327764673775,474.5,1406.614,0.18583278710435128,19
2019-04-10,GOAU4,GERDAU MET,8656,2019-02-21 08:41:01,2018-12-31,985.679647,12204.878,4022.706,0.0706538920560894,7215.175016040001,19420.05301604,0.20714186499271883,20
2019-04-10,CVCB3,CVC BRASIL,23310,2019-02-26 09:49:45,2018-12-31,146.511872,1067.326,544.605,0.1646969796941754,7535.105576960001,8602.43157696,0.06330826291703644,21
2019-04-10,MYPK3,IOCHP-MAXION,11932,2019-03-11 17:40:35,2018-12-31,150.575,2326.802,701.493,0.0837932691428872,3095.8219999999997,5422.624,0.1293641233469258,22
2019-04-10,GRND3,GRENDENE,19615,2019-02-14 18:04:02,2018-12-31,902.16,-1412.549,456.963,0.1469411004081378,7388.6903999999995,5976.1413999999995,0.07646455621013253,23
2019-04-10,TUPY3,TUPY,6343,2019-03-14 17:53:35,2018-12-31,144.178,693.19,369.883,0.0843794918554255,2562.04306,3255.23306,0.11362719448419462,24
2019-04-10,ALSC3,ALIANSCE,21300,2019-02-26 19:20:10,2018-12-31,202.735921,-572.543,322.35,0.104628517640949,3957.40517792,3384.86217792,0.09523282871094159,25
2019-04-10,FLRY3,FLEURY,21881,2019-02-27 18:06:01,2018-12-31,316.113442,450.294,503.247,0.1509566027574076,7159.9694613,7610.2634613,0.06612740840828057,26
2019-04-10,BRAP4,BRADESPAR,18724,2019-03-28 19:10:06,2018-12-31,348.034,-249.95,1234.255,0.0838946645555553,11321.54602,11071.596019999999,0.11147941071643257,27
2019-04-10,ODPV3,ODONTOPREV,20125,2019-02-26 18:08:27,2018-12-31,531.294792,-481.536,381.565,0.4577514941325306,8883.24892224,8401.71292224,0.04541514373693574,28
2019-04-10,HAPV3,HAPVIDA,24392,2019-03-14 04:27:09,2018-12-31,671.958573,-887.847,870.515,0.211382711161998,18895.47507276,18007.62807276,0.04834145821330136,29
2019-04-10,PARD3,IHPARDINI,24090,2019-03-15 22:25:32,2018-12-31,130.979,98.498,170.949,0.1599658875821441,2846.17367,2944.67167,0.05805367088684627,30
2020-04-09,SMLS3,SMILES,24252,2020-02-18 21:31:21,2019-12-31,124.158953,-1173.915,765.843,16.087090388287713,1804.02958709,630.11458709,1.2154027468826296,1
2020-04-09,TGMA3,TEGMA,20800,2020-03-31 20:26:15,2019-12-31,66.002915,150.747,242.601,0.2205992345272833,1185.4123534,1336.1593534,0.18156591830358845,2
2020-04-09,CEAB3,CEA MODAS,24848,2020-03-23 18:21:14,2019-12-31,308.245068,1140.571,1033.084,0.1757243976443123,2758.7933586,3899.3643586,0.2649365140042751,3
2020-04-09,PRIO3,PETRORIO,22187,2020-02-22 00:56:46,2019-12-31,143.18589,1511.963,924.337,0.1799015714711198,3800.1535206,5312.1165206,0.17400540752739302,4
2020-04-09,MRFG3,MARFRIG,20788,2020-02-19 19:37:09,2019-12-31,711.369913,13830.0,3412.353,0.1443101224047327,6395.21551787,20225.21551787,0.16871775714750795,5
2020-04-09,LEVE3,METAL LEVE,8575,2020-03-30 18:43:09,2019-12-31,128.3085,250.297,345.441,0.1473523429618077,2185.0937550000003,2435.3907550000004,0.14184212504329718,6
2020-04-09,TEND3,TENDA,21148,2020-03-19 18:25:13,2019-12-31,104.344,-200.016,290.731,0.1666090355676382,2410.3464,2210.3304,0.1315328242329744,7
2020-04-09,JHSF3,JHSF PART,20605,2020-02-13 20:12:49,2019-12-31,638.059981,669.243,610.973,0.1082229804314564,2386.34432894,3055.58732894,0.19995272077919954,8
2020-04-09,TIMP3,TIM PART S/A,17639,2020-02-11 21:27:45,2019-12-31,2421.032479,-910.201,4514.857,0.138456400371775,32320.783594649998,31410.582594649997,0.14373681183388787,9
2020-04-09,SEER3,SER EDUCA,23221,2020-03-27 00:09:27,2019-12-31,128.72156,-124.285,260.27,0.1450580685912803,2095.5869968,1971.3019968,0.13202949138310333,10
2020-04-09,BRML3,BR MALLS PAR,19909,2020-03-12 21:19:02,2019-12-31,872.728,1938.394,1968.032,0.0960389260093505,8386.916079999999,10325.31008,0.19060270197715942,11
2020-04-09,RAPT4,RANDON PART,14109,2020-03-05 08:15:00,2019-12-31,345.776,880.515,530.958,0.1146523530195057,2295.95264,3176.46764,0.16715359958774836,12
2020-04-09,TRIS3,TRISUL,21130,2020-03-10 19:11:53,2019-12-31,186.618,-182.751,170.383,0.1235227668415751,1373.50848,1190.75748,0.14308791073057128,13
2020-04-09,ENAT3,ENAUTA PART,22365,2020-03-11 23:58:51,2019-12-31,265.806905,-1452.367,210.224,0.0961410895051099,2700.5981548,1248.2311548,0.16841752362260456,14
2020-04-09,JBSS3,JBS,20575,2020-03-25 21:19:32,2019-12-31,2728.747412,42994.076,13482.879,0.1179008612326083,52473.81273276,95467.88873276001,0.14122946656694338,15
2020-04-09,PARD3,IHPARDINI,24090,2020-03-31 17:36:52,2019-12-31,130.979,101.745,235.098,0.1943929912390487,2540.9926,2642.7376,0.08896002387826926,16
2020-04-09,CSAN3,COSAN,19836,2020-02-14 22:18:08,2019-12-31,394.21,7338.309,3599.856,0.1291286030481765,20952.261499999997,28290.570499999998,0.1272457902536819,17
2020-04-09,POSI3,POSITIVO TEC,20362,2020-03-04 21:02:21,2019-12-31,87.8,251.41,98.855,0.0829761338518787,305.544,556.954,0.17749221659239364,18
2020-04-09,UCAS3,UNICASA,22780,2020-03-12 18:17:46,2019-12-31,66.086364,-66.71,19.991,0.1413669480992585,264.345456,197.63545600000003,0.10115087851443011,19
2020-04-09,VIVA3,VIVARA S.A.,24805,2020-03-23 19:35:18,2019-12-31,236.197769,-165.490483,292.922539,0.2091774447694895,3769.71639324,3604.22591024,0.0812719697086065,20
2020-04-09,YDUQ3,YDUQS PART,21016,2020-03-23 17:15:29,2019-12-31,309.089,1042.54,900.018,0.1433117871346225,8431.94792,9474.48792,0.09499384110249623,21
2020-04-09,ARZZ3,AREZZO CO,22349,2020-03-04 18:38:54,2019-12-31,90.954,-96.899,223.102,0.2268232764198085,3449.8852199999997,3352.98622,0.0665382991046113,22
2020-04-09,VULC3,VULCABRAS,11762,2020-03-02 19:31:15,2019-12-31,245.756,-19.111,141.764,0.0875809708167145,1039.54788,1020.4368800000001,0.138924810322418,23
2020-04-09,ODPV3,ODONTOPREV,20125,2020-03-27 17:15:35,2019-12-31,531.294792,-544.277,386.324,0.445590196708935,7459.37887968,6915.10187968,0.05586671125341068,24
2020-04-09,LOGN3,LOG-IN,20710,2020-03-17 19:38:33,2019-12-31,104.199191,593.111,172.483,0.1250758439743429,1340.0015962599998,1933.11259626,0.08922553209456267,25
2020-04-09,SLCE3,SLC AGRICOLA,20745,2020-03-26 16:12:12,2019-12-31,190.595,974.997,558.712,0.0931323543005562,3874.7963499999996,4849.79335,0.11520325912443259,26
2020-04-09,TUPY3,TUPY,6343,2020-03-03 18:28:00,2019-12-31,144.178,643.951,356.591,0.0776385931831122,1810.87568,2454.82668,0.14526117175816258,27
2020-04-09,DIRR3,DIRECIONAL,21350,2020-03-09 18:12:35,2019-12-31,147.92501,143.619,193.017,0.0841998251113873,1328.3665898,1471.9855897999998,0.13112696302021912,28
2020-04-09,MTRE3,MITRE REALTY,24902,2020-03-31 00:06:06,2019-12-31,56.1,87.451,42.19,0.1846805857696185,590.172,677.623,0.06226175911974652,29
2020-04-09,LREN3,LOJAS RENNER,8133,2020-02-06 20:43:20,2019-12-31,795.558,272.727,1643.654,0.2179500339639176,29809.558259999998,30082.285259999997,0.05463860161533486,30
2021-04-12,INTB3,INTELBRAS,25453,2021-04-07 12:23:04,2020-12-31,28.161111,-252.617,386.374,0.3524077649240685,613.34899758,360.73199758,1.0710832490381266,1
2021-04-12,MRFG3,MARFRIG,20788,2021-04-08 18:08:50,2020-12-31,711.369913,15742.128,7853.862,0.2691886946904504,12932.70501834,28674.833018340003,0.27389390532725283,2
2021-04-12,CYRE3,CYRELA REALT,14460,2021-03-18 17:20:56,2020-12-31,399.743,861.104,2204.877,0.2185757582311814,10157.46963,11018.573629999999,0.20010548316315968,3
2021-04-12,TASA4,TAURUS ARMAS,6173,2021-03-19 00:03:01,2020-12-31,96.129483,675.178,434.323,0.3995461406905317,2212.9006986599998,2888.0786986599996,0.15038475239664195,4
2021-04-12,SEER3,SER EDUCA,23221,2021-03-26 00:46:01,2020-12-31,128.72156,-90.051,313.194,0.1546711103262707,1722.2944728000002,1632.2434728000003,0.19187946235909123,5
